Box_conveyor;Part_conveyor;Grab;C_plus;Auto;Manual;Emergency_stop;Reset_button;Start;Stop;Part_at_place;Box_at_place;Detected;C_limit;SP_X;SP_Y;SP_Z;X;Y;Z;Counter;Temps_occurrence
false;false;false;false;false;true;true;false;false;true;true;true;false;true;0.0;0.0;0.0;0.0;0.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 58, 8, 943587)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;0.0;4.4;3.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 39, 149457)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;0.0;4.0;3.1;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 39, 183316)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;0.0;3.0;3.1;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 39, 215267)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.0;3.1;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 39, 468962)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.1;3.1;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 39, 629863)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.1;3.1;1.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 39, 695821)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.1;3.1;2.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 39, 758782)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.1;3.1;3.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 39, 839733)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.1;3.1;4.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 39, 871713)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.1;3.1;5.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 39, 903694)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.1;3.1;6.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 39, 970651)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.1;3.1;7.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 40, 9628)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.1;3.1;7.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 40, 73588)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.1;3.1;8.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 40, 105568)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.1;3.1;9.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 40, 251477)]
false;true;false;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;10.0;3.1;3.1;9.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 40, 650198)]
false;true;false;false;true;false;true;false;false;true;true;false;true;true;3.0;3.0;0.0;3.1;3.1;9.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 40, 665720)]
false;false;false;false;true;false;true;false;false;true;false;false;true;true;3.0;3.0;0.0;3.1;3.1;9.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 40, 792648)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;3.0;0.0;3.1;3.1;9.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 40, 857609)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;3.0;0.0;3.1;3.1;8.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 40, 890346)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;3.0;0.0;3.1;3.1;7.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 40, 954306)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;3.0;0.0;3.1;3.1;6.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 18772)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;3.0;0.0;3.1;3.1;5.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 52751)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;3.0;0.0;3.1;3.1;4.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 85768)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;3.0;0.0;3.1;3.1;4.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 132740)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;3.0;0.0;3.1;3.1;3.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 163720)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;3.0;0.0;3.1;3.1;2.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 197700)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;3.0;0.0;3.1;3.1;1.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 293641)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;3.0;0.0;3.1;3.1;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 437563)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;3.1;3.1;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 456552)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;3.0;3.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 564484)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;3.0;4.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 708400)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;3.0;4.4;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 733384)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;4.0;4.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 766363)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;4.0;4.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 813840)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;4.0;5.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 845819)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;4.9;5.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 913778)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;5.0;5.3;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 947757)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;5.4;5.3;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 41, 982736)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;5.0;5.4;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 42, 13716)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;5.9;5.4;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 42, 45697)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;6.0;5.4;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 42, 77676)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;7.0;5.4;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 42, 220589)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;5.0;7.9;5.4;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 42, 491420)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;5.0;7.9;5.4;1.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 42, 731765)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;5.0;7.9;5.4;2.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 42, 796336)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;5.0;7.9;5.4;3.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 42, 859850)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;5.0;7.9;5.4;4.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 43, 2763)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;5.0;7.9;5.4;4.4;0;[datetime.datetime(2020, 8, 24, 12, 59, 43, 98702)]
false;false;false;false;true;false;true;false;false;true;false;false;true;true;8.0;5.5;5.0;7.9;5.4;4.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 43, 131681)]
false;false;true;false;true;false;true;false;false;true;false;false;true;true;8.0;5.5;5.0;7.9;5.4;4.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 43, 438002)]
false;false;true;false;true;false;true;false;false;true;false;false;true;true;8.0;5.5;0.0;7.9;5.4;4.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 43, 456992)]
false;false;true;false;true;false;true;false;false;true;false;false;true;true;8.0;5.5;0.0;7.9;5.4;4.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 43, 567923)]
false;false;true;false;true;false;true;false;false;true;true;false;true;true;8.0;5.5;0.0;7.9;5.4;3.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 43, 681851)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;8.0;5.5;0.0;7.9;5.4;3.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 43, 697841)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;8.0;5.5;0.0;7.9;5.4;2.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 43, 748810)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;8.0;5.5;0.0;7.9;5.4;1.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 43, 841976)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;8.0;5.5;0.0;7.9;5.4;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 43, 985887)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;0.0;7.9;5.4;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 44, 6873)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;0.0;7.9;5.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 44, 110809)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;0.0;7.0;5.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 44, 158642)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;0.0;7.0;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 44, 286464)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;0.0;6.0;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 44, 350630)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;0.0;5.9;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 44, 490546)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;0.0;5.0;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 44, 524526)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;0.0;5.3;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 44, 555506)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;0.0;5.0;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 44, 588487)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;0.0;4.0;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 44, 622464)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;0.0;3.0;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 44, 765883)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;10.0;3.0;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 45, 5526)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;10.0;3.1;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 45, 168426)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;10.0;3.1;5.9;1.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 45, 244383)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;10.0;3.1;5.9;2.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 45, 314339)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;10.0;3.1;5.9;3.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 45, 380298)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;10.0;3.1;5.9;4.4;0;[datetime.datetime(2020, 8, 24, 12, 59, 45, 411279)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;10.0;3.1;5.9;5.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 45, 442260)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;10.0;3.1;5.9;6.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 45, 474241)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;10.0;3.1;5.9;7.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 45, 555191)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;10.0;3.1;5.9;7.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 45, 619151)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;10.0;3.1;5.9;8.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 45, 652130)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;3.0;6.0;10.0;3.1;5.9;9.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 45, 790044)]
false;false;true;false;true;false;true;false;false;true;false;false;true;true;3.0;6.0;10.0;3.1;5.9;9.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 163560)]
false;false;true;false;true;false;true;false;false;true;false;false;true;true;3.0;6.0;10.0;3.1;5.9;9.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 223527)]
false;false;false;false;true;false;true;false;false;true;false;false;true;true;3.0;6.0;10.0;3.1;5.9;9.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 239517)]
false;false;false;false;true;false;true;false;false;true;false;false;true;true;3.0;6.0;0.0;3.1;5.9;9.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 256506)]
false;false;false;false;true;false;true;false;false;true;false;false;true;true;3.0;6.0;0.0;3.1;5.9;9.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 398657)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;6.0;0.0;3.1;5.9;9.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 430636)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;6.0;0.0;3.1;5.9;8.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 478758)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;6.0;0.0;3.1;5.9;7.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 537725)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;6.0;0.0;3.1;5.9;6.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 601694)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;6.0;0.0;3.1;5.9;5.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 634673)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;6.0;0.0;3.1;5.9;4.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 667653)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;6.0;0.0;3.1;5.9;3.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 699633)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;6.0;0.0;3.1;5.9;2.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 764593)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;6.0;0.0;3.1;5.9;1.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 46, 875525)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;3.0;6.0;0.0;3.1;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 47, 5445)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;3.1;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 47, 21434)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;3.0;5.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 47, 149355)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;3.0;5.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 47, 181335)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;4.0;5.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 47, 357227)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;4.9;5.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 47, 486147)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;5.0;5.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 47, 517127)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;5.4;5.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 47, 548114)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;5.0;5.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 47, 580093)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;5.9;5.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 47, 629063)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;6.0;5.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 47, 661044)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;0.0;7.0;5.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 47, 787965)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;5.0;7.9;5.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 48, 27826)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;5.0;7.9;5.5;1.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 48, 268676)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;5.0;7.9;5.5;2.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 48, 331636)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;5.0;7.9;5.5;3.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 48, 445566)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;5.0;7.9;5.5;4.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 48, 573486)]
false;false;false;false;true;false;true;false;false;true;false;false;false;true;8.0;5.5;5.0;7.9;5.5;4.4;0;[datetime.datetime(2020, 8, 24, 12, 59, 48, 637446)]
false;false;false;false;true;false;true;false;false;true;false;false;true;true;8.0;5.5;5.0;7.9;5.5;4.4;0;[datetime.datetime(2020, 8, 24, 12, 59, 48, 669427)]
false;false;false;false;true;false;true;false;false;true;false;false;true;true;8.0;5.5;5.0;7.9;5.5;4.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 48, 714399)]
false;false;true;false;true;false;true;false;false;true;false;false;true;true;8.0;5.5;5.0;7.9;5.5;4.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 48, 986083)]
false;false;true;false;true;false;true;false;false;true;false;false;true;true;8.0;5.5;0.0;7.9;5.5;4.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 3071)]
false;false;true;false;true;false;true;false;false;true;false;false;true;true;8.0;5.5;0.0;7.9;5.5;4.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 116001)]
false;false;true;false;true;false;true;false;false;true;true;false;true;true;8.0;5.5;0.0;7.9;5.5;3.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 214940)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;8.0;5.5;0.0;7.9;5.5;3.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 248919)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;8.0;5.5;0.0;7.9;5.5;2.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 281900)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;8.0;5.5;0.0;7.9;5.5;1.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 360852)]
false;true;true;false;true;false;true;false;false;true;true;false;true;true;8.0;5.5;0.0;7.9;5.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 487776)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;0.0;7.9;5.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 504766)]
false;true;true;true;true;false;true;false;false;true;true;false;true;false;3.0;4.5;0.0;7.9;5.4;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 634684)]
false;true;true;true;true;false;true;false;false;true;true;false;true;false;3.0;4.5;0.0;7.0;5.3;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 668664)]
false;true;true;true;true;false;true;false;false;true;true;false;true;false;3.0;4.5;0.0;7.0;5.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 699645)]
false;true;true;true;true;false;true;false;false;true;true;false;true;false;3.0;4.5;0.0;7.0;4.9;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 731624)]
false;true;true;true;true;false;true;false;false;true;true;false;true;false;3.0;4.5;0.0;7.0;4.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 763606)]
false;true;true;true;true;false;true;false;false;true;true;false;true;false;3.0;4.5;0.0;6.0;4.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 49, 874537)]
false;true;true;true;true;false;true;false;false;true;true;false;true;false;3.0;4.5;0.0;5.9;4.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 4455)]
false;true;true;true;true;false;true;false;false;true;true;false;true;false;3.0;4.5;0.0;5.0;4.0;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 36436)]
false;true;true;true;true;false;true;false;false;true;true;false;true;false;3.0;4.5;0.0;5.4;4.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 68416)]
false;true;true;true;true;false;true;false;false;true;true;false;true;false;3.0;4.5;0.0;5.0;4.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 102395)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;0.0;4.9;4.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 134375)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;0.0;4.0;4.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 182346)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;0.0;4.4;4.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 214326)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;0.0;4.0;4.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 247306)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;0.0;3.0;4.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 312267)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.0;4.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 455237)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.1;4.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 520137)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.0;4.5;0.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 553116)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.0;4.5;1.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 682648)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.0;4.5;2.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 747606)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.0;4.5;3.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 813070)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.0;4.5;4.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 928001)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.0;4.5;4.4;0;[datetime.datetime(2020, 8, 24, 12, 59, 50, 990960)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.0;4.5;4.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 51, 23940)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.0;4.5;4.9;0;[datetime.datetime(2020, 8, 24, 12, 59, 51, 118882)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.0;4.5;5.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 51, 151860)]
false;true;true;true;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.0;4.5;5.3;0;[datetime.datetime(2020, 8, 24, 12, 59, 51, 424691)]
false;true;false;false;true;false;true;false;false;true;true;false;true;true;3.0;4.5;5.4;3.0;4.5;5.3;0;[datetime.datetime(2020, 8, 24, 12, 59, 51, 441681)]
false;true;false;false;true;false;true;false;false;true;true;false;true;true;3.0;4.5;0.0;3.0;4.5;5.3;0;[datetime.datetime(2020, 8, 24, 12, 59, 51, 457672)]
false;true;false;false;true;false;true;false;false;true;true;false;true;false;3.0;4.5;0.0;3.0;4.5;5.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 51, 571601)]
false;true;false;false;true;false;true;false;false;true;true;false;false;false;3.0;4.5;0.0;3.0;4.5;4.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 51, 636560)]
false;true;false;false;true;false;true;false;false;true;true;false;false;false;3.0;4.5;0.0;3.0;4.5;3.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 51, 712060)]
false;true;false;false;true;false;true;false;false;true;false;false;false;false;3.0;4.5;0.0;3.0;4.5;2.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 51, 777734)]
false;false;false;false;true;false;true;false;false;true;false;false;false;false;3.0;4.5;0.0;3.0;4.5;2.0;0;[datetime.datetime(2020, 8, 24, 12, 59, 51, 790716)]
