Box_conveyor;Part_conveyor;Grab;C_plus;Auto;Manual;Emergency_stop;Reset_button;Start;Stop;Part_at_place;Box_at_place;Detected;C_limit;Temps_occurrence
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58905103891
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58905120881
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58905248350
false;false;true;false;true;false;true;false;false;true;true;false;true;true;58905343295
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58905377275
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58905409255
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58905521186
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58905650104
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58905683084
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58905825995
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58905866971
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58905897953
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58905924935
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58905957914
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58905990894
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58906136253
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58906168232
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58906232192
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58906263431
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58906296409
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58906408341
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58906440321
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58906681678
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58906841580
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58906908539
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58906970499
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58907051449
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58907083431
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58907115412
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58907147391
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58907211352
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58907277310
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58907311054
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58907453965
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58907854719
false;true;false;false;true;false;true;false;false;true;true;false;true;true;58907871707
false;true;false;false;true;false;true;false;false;true;false;false;true;true;58907888697
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58907904687
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58907992632
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908057592
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908104562
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908179516
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908240478
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908271459
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908304443
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908368404
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908402383
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908466886
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908608798
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908647774
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908738718
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908771696
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908915608
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58908980567
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58909011549
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58909044527
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58909125478
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58909157458
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58909189439
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58909257396
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58909382323
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58909654153
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58909671144
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58909910996
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58909959965
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58910029922
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58910175831
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58910271772
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58910302753
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58910341728
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58910646875
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58910663866
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58910775796
false;false;true;false;true;false;true;false;false;true;true;false;true;true;58910889725
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58910904716
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58910954686
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911055623
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911153561
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911187541
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911299471
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911333450
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911462371
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911526331
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911672240
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911703221
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911736200
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911770178
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911834139
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911868118
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911899100
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58911980049
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58912218351
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58912378251
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58912444210
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58912508172
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58912588122
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58912619104
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58912652083
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58912717041
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58912755017
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58912818978
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58912852958
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58912963889
false;true;true;false;true;false;true;false;false;true;false;false;true;true;58913397625
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58913413614
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58913428605
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58913541536
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58913612492
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58913643473
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58913710430
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58913744410
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58913808074
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58913839056
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58913872035
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58913935525
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58914048960
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58914179878
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58914209859
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58914322788
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58914354769
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58914530661
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58914658582
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58914691561
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58914723540
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58914787502
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58914963010
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58915202861
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58915219852
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58915443712
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58915508673
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58915574630
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58915718543
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58915817750
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58915840736
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58915874715
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58916198515
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58916212507
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58916326436
false;false;true;false;true;false;true;false;false;true;true;false;true;true;58916423379
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58916439369
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58916503330
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58916567292
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58916696719
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58916715705
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58916827636
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58916842627
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58916874608
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58916938568
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58916969548
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58917036506
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58917216397
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58917282356
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58917315335
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58917350313
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58917383293
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58917417272
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58917446254
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58917478234
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58917691608
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58917720589
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58917751810
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58917927700
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58917992660
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58918057620
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58918155559
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58918237509
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58918267492
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58918366430
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58918403406
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58918679237
false;true;false;false;true;false;true;false;false;true;true;false;true;true;58918705220
false;true;false;false;true;false;true;false;false;true;true;false;true;false;58918808156
false;true;false;false;true;false;true;false;false;true;true;false;true;false;58918885108
false;true;false;false;true;false;true;false;false;true;true;false;false;false;58918908094
false;true;false;false;true;false;true;false;false;true;false;false;false;false;58918973053
false;false;false;false;true;false;true;false;false;true;false;false;false;false;58918988044
false;false;false;false;true;false;true;false;false;true;false;false;false;false;58919053004
false;false;false;false;true;false;true;false;false;true;false;false;false;false;58919116965
false;false;false;false;true;false;true;false;false;true;false;false;false;false;58919246884
true;false;false;false;true;false;true;false;false;true;false;false;false;false;58919261876
true;false;false;false;true;false;true;false;false;true;false;false;false;true;58919454755
false;false;false;false;true;false;true;false;false;true;false;true;false;true;58921464967
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58921704819
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58921736800
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58921865718
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58921897700
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58921929678
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58921977650
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58922074589
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58922137550
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58922170529
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58922236489
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58922284460
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58922316440
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58922383399
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58922556294
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58922784370
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58922800360
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58923022222
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58923086182
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58923168132
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58923197114
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58923292055
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58923406874
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58923438855
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58923732672
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58923748662
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58923764651
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58923876583
false;false;true;false;true;false;true;false;false;true;true;false;true;true;58923974521
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58923993511
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924047478
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924143418
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924287329
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924305316
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924455225
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924487205
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924520185
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924621122
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924654101
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924799011
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924852978
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924885957
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924933927
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58924996889
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58925030867
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58925060850
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58925301700
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58925478591
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58925541555
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58925606511
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58925669473
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58925719442
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58925755419
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58925779404
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58925841365
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58925920317
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58926048238
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58926494984
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58926511974
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58926527964
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58926624903
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58926687863
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58926720844
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58926799795
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58926870751
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58926902730
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58926935711
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927000671
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927032651
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927129590
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927242522
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927257512
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927380437
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927505357
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927586308
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927650269
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927683248
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927715228
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927747209
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927778190
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927817165
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927850145
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58927883123
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58928019041
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58928290872
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58928305863
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58928529954
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58928593915
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58928674863
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58928706845
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58928803786
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58928901723
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58928939701
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58929247510
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58929262500
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58929281489
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58929374477
false;false;true;false;true;false;true;false;false;true;true;false;true;true;58929487110
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58929505098
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58929553069
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58929621034
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58929753958
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58929785445
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58929888572
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58929923121
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58930064996
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58930128594
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58930273506
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58930337972
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58930361958
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58930407929
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58930535851
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58930779700
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58930952593
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58931017552
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58931081918
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58931146923
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58931178903
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58931226874
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58931260853
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58931326813
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58931390772
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58931422752
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58931551671
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58932000395
false;true;false;false;true;false;true;false;false;true;true;false;true;true;58932016385
false;true;false;false;true;false;true;false;false;true;true;false;true;true;58932032375
false;true;false;false;true;false;true;false;false;true;false;false;true;true;58932064355
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58932081344
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58932130315
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932210264
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932243245
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932308205
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932346181
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932409142
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932441122
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932473102
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932538062
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932620011
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932749931
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932777913
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932891842
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58932923823
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58933084723
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58933163182
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58933196162
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58933229142
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58933271115
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58933287106
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58933335076
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58933367057
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58933399036
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58933526959
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58933798789
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58933818777
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58934085614
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58934145576
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58934209537
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58934247514
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58934344455
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58934424405
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58934456384
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58934489363
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58934793176
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58934809167
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58934921097
false;false;true;false;true;false;true;false;false;true;true;false;true;true;58935033524
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58935051515
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58935101056
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58935203164
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58935297074
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58935330054
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58935441635
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58935473614
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58935505595
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58935535576
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58935568557
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58935679915
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58935707561
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58935754630
false;true;true;true;true;false;true;false;false;true;true;false;true;false;58935786609
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58935786610
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58935786611
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58935794986
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58935794987
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58935794988
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58935794989
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58935797737
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58935797738
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58935797739
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58936704566
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58936704567
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58936730508
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58936742446
false;true;true;true;true;false;true;false;false;true;true;false;true;true;58936742447
false;true;false;false;true;false;true;false;false;true;true;false;true;true;58936746166
false;true;false;false;true;false;true;false;false;true;true;false;true;true;58936766154
false;true;false;false;true;false;true;false;false;true;true;false;true;false;58936776085
false;true;false;false;true;false;true;false;false;true;true;false;false;false;58936776086
false;true;false;false;true;false;true;false;false;true;true;false;false;false;58936776087
false;true;false;false;true;false;true;false;false;true;false;false;false;false;58936776088
false;false;false;false;true;false;true;false;false;true;false;false;false;false;58936776089
false;false;false;false;true;false;true;false;false;true;false;false;false;false;58936787955
false;false;false;false;true;false;true;false;false;true;false;false;false;false;58936787956
true;false;false;false;true;false;true;false;false;true;false;false;false;false;58937698835
true;false;false;false;true;false;true;false;false;true;false;false;false;true;58937725683
false;false;false;false;true;false;true;false;false;true;false;true;false;true;58939789490
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58939789491
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58939795302
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58939795303
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58939795304
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58939795305
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58939795306
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58939795307
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58939797691
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58940706661
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58940707641
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58940712621
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58940743601
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58940774582
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58940774583
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58940783451
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58940783452
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58940783453
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58940787140
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58940787141
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58941705049
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58941759971
false;false;false;false;true;false;true;false;false;true;false;false;false;true;58941770902
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58941770903
false;false;false;false;true;false;true;false;false;true;false;false;true;true;58941770904
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58941770905
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58941770906
false;false;true;false;true;false;true;false;false;true;false;false;true;true;58941777589
false;false;true;false;true;false;true;false;false;true;true;false;true;true;58941777590
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58941777591
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58941777592
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58942706440
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58942750362
false;true;true;false;true;false;true;false;false;true;true;false;true;true;58942781343
